x y
814.4455936927083 1497.5311392731414
589.8812022860463 804.3878868728862
1514.4973889590021 282.9902252940543
889.5821426880826 1299.6782508451945
1491.4822971172566 289.97891377937015
902.4889831787871 1300.2656464062802
594.5214286155915 813.9680983065645
108.44005052154901 1402.5408654971418
703.958292102345 490.7754487448389
1206.124855297842 1002.9681258118914
805.7188571331154 1503.2468114853295
1198.9385691388745 1009.0461663473164
601.9853847640758 799.2877393337229
1197.9587572650175 1005.3102245515116
1197.4727682234675 991.2984654856067
1514.5428302940636 302.1796511976735
905.6290686270296 1292.1508639118447
1510.0436449064848 299.8644397967795
698.3930289075747 483.9550814027559
719.429974587881 488.4838384140835
591.1925223774642 802.5566119873322
104.6623110353348 1407.6041516679197
700.1712661253891 514.6564713334146
690.8521976742406 498.2350380529997
1196.3031013176321 1001.4559024201202
1491.7986038877002 291.85358099138165
685.8042834681066 501.63191045993443
1507.7511163342374 314.78872527363507
695.1208978872215 500.1974943852172
900.6007500569964 1294.5044980233063
705.9975267254799 504.45857162199854
1199.783785055862 990.6904256606778
1501.5461222812573 298.6938390928747
911.2463387111479 1310.8403391437816
786.6636183746679 1491.7333176342718
597.3770827072842 787.6312955084671
599.7577740243768 785.3127782597817
709.146591707911 501.7227698602575
103.00915510295881 1396.6994881079027
903.3213375785712 1303.028806349018
792.0609358048266 1499.1207835274952
898.8038736001973 1300.4763313013273
699.7018232400264 495.48120620027413
1495.554171775502 300.7592805759692
590.5530519819628 801.1401239580589
594.2544590201993 795.3224510585703
84.42929952278284 1409.4852346526716
595.6622456918084 800.1870862756264
1192.0404704032776 1013.8454272853055
108.12910821342254 1399.0282856646104
100.48054924527493 1397.6756364107064
1179.8517812524356 1006.8702435369925
96.31443571167281 1393.6647623489284
807.5723655026992 1503.160458779819
1207.0029070897751 994.7273793124698
1500.1660604786885 301.09142009055273
907.1294924914954 1295.461433333238
97.99684936443262 1392.2939796456963
809.3051974068519 1492.923972735136
896.1994133357939 1314.145561148819
907.7186211179614 1299.4703205652063
98.5405096487591 1402.9329070708645
593.0828634633863 798.4965946523209
821.1325171811527 1500.0873449129085
795.5891287570472 1488.2070928116816
1214.2777460897628 997.1153414241564
1500.6272156109007 314.46497589328186
821.8841198578689 1506.8236792652344
788.6497291666126 1494.4544111250943
94.06761363557223 1392.872944206613
